SPECIES_GENDER	CUSTOMIZATION_GROUP	TYPE	CUSTOMIZATION_NAME	VARIABLES	IS_SCALE	REVERSE	COLOR_LINKED	COLOR_LINKED_TO_SELF_0	COLOR_LINKED_TO_SELF_1	CAMERA_YAW	DISCRETE	RAMDOMIZABLE	RANDOMIZABLE_GROUP	IS_VAR_HAIR_COLOR	IMAGEDESIGN_SKILLMOD	SKILLMOD_VALUE	MODIFICATION_TYPE
marauder_male	hair	hslider	beard	index_style_beard							1				hair	4	cosmetic
marauder_male	hair	color	color_hair	index_color_1										1	hair	1	cosmetic
marauder_male	hair	color	color_facial_hair	index_color_facial_hair			index_color_1								hair	2	cosmetic
marauder_female	body	hslider	muscle	blend_muscle											body	3	physical
marauder_female	body	hslider	height		1										body	5	physical
marauder_female	body	hslider	weight	blend_skinny,blend_fat											body	7	physical
marauder_female	body	hslider	chest	blend_flat_chest		1									body	9	physical
marauder_female	body	color	color_skin	index_color_skin				index_color_eyeshadow	index_color_lips						body	9	physical
marauder_female	eyes_nose	hslider	eye_size	blend_eyesize_0,blend_eyesize_1											face	8	physical
marauder_female	eyes_nose	hslider	eye_shape	blend_eyeshape_0,blend_eyeshape_1											face	8	physical
marauder_female	eyes_nose	hslider	eye_direction	blend_eyedirection_0,blend_eyedirection_1											face	8	physical
marauder_female	eyes_nose	hslider	nose_length	blend_noselength_0,blend_noselength_1						225					face	6	physical
marauder_female	eyes_nose	hslider	nose_width	blend_nosewidth_0,blend_nosewidth_1						180					face	6	physical
marauder_female	eyes_nose	hslider	nose_protrusion	blend_nosedepth_0,blend_nosedepth_1						270					face	6	physical
marauder_female	eyes_nose	color	color_eyes	index_color_2											face	2	physical
marauder_female	face	hslider	age	index_age							1	0			face	12	physical
marauder_female	face	hslider	lip_fullness	blend_lipfullness_0,blend_lipfullness_1											face	4	physical
marauder_female	face	hslider	lip_width	blend_lipwidth_0,blend_lipwidth_1											face	5	physical
marauder_female	face	hslider	chin	blend_chinsize_0,blend_chinsize_1											face	5	physical
marauder_female	face	hslider	jaw	blend_jaw_0,blend_jaw_1						195					face	10	physical
marauder_female	face	hslider	cheeks	blend_cheeks_0,blend_cheeks_1											face	4	physical
marauder_female	face	hslider	ears	blend_ears_0,blend_ears_1						180					face	10	physical
marauder_female	face	color	color_skin	index_color_skin				index_color_eyeshadow	index_color_lips						body	9	physical
marauder_female	cosmetic	hslider	freckles	index_style_freckles							1				face	3	physical
marauder_female	cosmetic	hslider	eyeshadow	index_style_eyeshadow							1				face	1	cosmetic
marauder_female	cosmetic	color	color_eye_shadow	index_color_eyeshadow				index_color_lips				0	1		face	1	cosmetic
marauder_female	cosmetic	color	color_lip	index_color_lips								0			face	1	cosmetic
marauder_female	hair	hslider	eyebrows	index_style_eyebrow							1				hair	4	cosmetic
marauder_female	hair	color	color_hair	index_color_1										1	hair	1	cosmetic
marauder_female	hair	color	color_eyebrows	index_color_facial_hair			index_color_1								hair	1	cosmetic
klaatu_male	body	hslider	muscle	blend_muscle											body	3	physical
klaatu_male	body	hslider	height		1										body	5	physical
klaatu_male	body	hslider	weight	blend_skinny,blend_fat											body	7	physical
klaatu_male	body	hslider	chest	blend_muscle											body	9	physical
klaatu_male	body	color	color_skin	index_color_skin											body	9	physical
klaatu_male	eyes_nose	hslider	eye_size	blend_eyesize_0,blend_eyesize_1											face	8	physical
klaatu_male	eyes_nose	hslider	eye_shape	blend_eyeshape_0,blend_eyeshape_1											face	8	physical
klaatu_male	eyes_nose	hslider	eye_direction	blend_eyedirection_0,blend_eyedirection_1											face	8	physical
klaatu_male	eyes_nose	hslider	nose_length	blend_noselength_0,blend_noselength_1						225					face	6	physical
klaatu_male	eyes_nose	hslider	nose_width	blend_nosewidth_0,blend_nosewidth_1						180					face	6	physical
klaatu_male	eyes_nose	hslider	nose_protrusion	blend_nosedepth_0,blend_nosedepth_1											face	6	physical
klaatu_male	eyes_nose	color	color_eyes	index_color_2											face	2	physical
klaatu_male	face	hslider	age	index_age							1	0			face	12	physical
klaatu_male	face	hslider	lip_fullness	blend_lipfullness_0,blend_lipfullness_1											face	4	physical
klaatu_male	face	hslider	lip_width	blend_lipwidth_0,blend_lipwidth_1											face	5	physical
klaatu_male	face	hslider	chin	blend_chinsize_0,blend_chinsize_1											face	5	physical
klaatu_male	face	hslider	jaw	blend_jaw_0,blend_jaw_1						195					face	10	physical
klaatu_male	face	hslider	cheeks	blend_cheeks_0,blend_cheeks_1											face	4	physical
klaatu_male	face	hslider	ears	blend_ears_0,blend_ears_1						180					face	10	physical
klaatu_male	face	color	color_skin	index_color_skin											body	9	physical
klaatu_male	freckles	hslider	freckles	index_style_freckles							1				face	3	physical
klaatu_male	hair	hslider	eyebrows	index_style_eyebrow							1				hair	4	cosmetic
klaatu_male	hair	hslider	beard	index_style_beard							1				hair	4	cosmetic
klaatu_male	hair	color	color_hair	index_color_1										1	hair	1	cosmetic
klaatu_male	hair	color	color_facial_hair	index_color_facial_hair			index_color_1								hair	2	cosmetic
ishitib_male	body	hslider	muscle	blend_muscle											body	3	physical
ishitib_male	body	hslider	height		1										body	5	physical
ishitib_male	body	hslider	weight	blend_skinny,blend_fat											body	7	physical
ishitib_male	body	hslider	chest	blend_muscle											body	9	physical
ishitib_male	body	color	color_skin	index_color_skin											body	9	physical
ishitib_male	eyes_nose	hslider	eye_size	blend_eyesize_0,blend_eyesize_1											face	8	physical
ishitib_male	eyes_nose	hslider	eye_shape	blend_eyeshape_0,blend_eyeshape_1											face	8	physical
ishitib_male	eyes_nose	hslider	eye_direction	blend_eyedirection_0,blend_eyedirection_1											face	8	physical
ishitib_male	eyes_nose	hslider	nose_length	blend_noselength_0,blend_noselength_1						225					face	6	physical
ishitib_male	eyes_nose	hslider	nose_width	blend_nosewidth_0,blend_nosewidth_1						180					face	6	physical
ishitib_male	eyes_nose	hslider	nose_protrusion	blend_nosedepth_0,blend_nosedepth_1											face	6	physical
ishitib_male	eyes_nose	color	color_eyes	index_color_2											face	2	physical
ishitib_male	face	hslider	age	index_age							1	0			face	12	physical
ishitib_male	face	hslider	lip_fullness	blend_lipfullness_0,blend_lipfullness_1											face	4	physical
ishitib_male	face	hslider	lip_width	blend_lipwidth_0,blend_lipwidth_1											face	5	physical
ishitib_male	face	hslider	chin	blend_chinsize_0,blend_chinsize_1											face	5	physical
ishitib_male	face	hslider	jaw	blend_jaw_0,blend_jaw_1						195					face	10	physical
ishitib_male	face	hslider	cheeks	blend_cheeks_0,blend_cheeks_1											face	4	physical
ishitib_male	face	hslider	ears	blend_ears_0,blend_ears_1						180					face	10	physical
ishitib_male	face	color	color_skin	index_color_skin											body	9	physical
ishitib_male	freckles	hslider	freckles	index_style_freckles							1				face	3	physical
ishitib_male	hair	hslider	eyebrows	index_style_eyebrow							1				hair	4	cosmetic
ishitib_male	hair	hslider	beard	index_style_beard							1				hair	4	cosmetic
ishitib_male	hair	color	color_hair	index_color_1										1	hair	1	cosmetic
ishitib_male	hair	color	color_facial_hair	index_color_facial_hair			index_color_1								hair	2	cosmetic
devaronian_male	body	hslider	muscle	blend_muscle											body	3	physical
devaronian_male	body	hslider	height		1										body	5	physical
devaronian_male	body	hslider	weight	blend_skinny,blend_fat											body	7	physical
devaronian_male	body	hslider	chest	blend_muscle											body	9	physical
devaronian_male	body	color	color_skin	index_color_skin											body	9	physical
devaronian_male	eyes_nose	hslider	eye_size	blend_eyesize_0,blend_eyesize_1											face	8	physical
devaronian_male	eyes_nose	hslider	eye_shape	blend_eyeshape_0,blend_eyeshape_1											face	8	physical
devaronian_male	eyes_nose	hslider	eye_direction	blend_eyedirection_0,blend_eyedirection_1											face	8	physical
devaronian_male	eyes_nose	hslider	nose_length	blend_noselength_0,blend_noselength_1						225					face	6	physical
devaronian_male	eyes_nose	hslider	nose_width	blend_nosewidth_0,blend_nosewidth_1						180					face	6	physical
devaronian_male	eyes_nose	hslider	nose_protrusion	blend_nosedepth_0,blend_nosedepth_1											face	6	physical
devaronian_male	eyes_nose	color	color_eyes	index_color_2											face	2	physical
devaronian_male	face	hslider	age	index_age							1	0			face	12	physical
devaronian_male	face	hslider	lip_fullness	blend_lipfullness_0,blend_lipfullness_1											face	4	physical
devaronian_male	face	hslider	lip_width	blend_lipwidth_0,blend_lipwidth_1											face	5	physical
devaronian_male	face	hslider	chin	blend_chinsize_0,blend_chinsize_1											face	5	physical
devaronian_male	face	hslider	jaw	blend_jaw_0,blend_jaw_1						195					face	10	physical
devaronian_male	face	hslider	cheeks	blend_cheeks_0,blend_cheeks_1											face	4	physical
devaronian_male	face	hslider	ears	blend_ears_0,blend_ears_1						180					face	10	physical
devaronian_male	face	color	color_skin	index_color_skin											body	9	physical
devaronian_male	freckles	hslider	freckles	index_style_freckles							1				face	3	physical
devaronian_male	hair	hslider	eyebrows	index_style_eyebrow							1				hair	4	cosmetic
devaronian_male	hair	hslider	beard	index_style_beard							1				hair	4	cosmetic
devaronian_male	hair	color	color_hair	index_color_1										1	hair	1	cosmetic
devaronian_male	hair	color	color_facial_hair	index_color_facial_hair			index_color_1								hair	2	cosmetic
weequay_male	body	hslider	muscle	blend_muscle											body	3	physical
weequay_male	body	hslider	height		1										body	5	physical
weequay_male	body	hslider	weight	blend_skinny,blend_fat											body	7	physical
weequay_male	body	hslider	chest	blend_muscle											body	9	physical
weequay_male	body	color	color_skin	index_color_skin											body	9	physical
weequay_male	eyes_nose	hslider	eye_size	blend_eyesize_0,blend_eyesize_1											face	8	physical
weequay_male	eyes_nose	hslider	eye_shape	blend_eyeshape_0,blend_eyeshape_1											face	8	physical
weequay_male	eyes_nose	hslider	eye_direction	blend_eyedirection_0,blend_eyedirection_1											face	8	physical
weequay_male	eyes_nose	hslider	nose_length	blend_noselength_0,blend_noselength_1						225					face	6	physical
weequay_male	eyes_nose	hslider	nose_width	blend_nosewidth_0,blend_nosewidth_1						180					face	6	physical
weequay_male	eyes_nose	hslider	nose_protrusion	blend_nosedepth_0,blend_nosedepth_1											face	6	physical
weequay_male	eyes_nose	color	color_eyes	index_color_2											face	2	physical
weequay_male	face	hslider	age	index_age							1	0			face	12	physical
weequay_male	face	hslider	lip_fullness	blend_lipfullness_0,blend_lipfullness_1											face	4	physical
weequay_male	face	hslider	lip_width	blend_lipwidth_0,blend_lipwidth_1											face	5	physical
weequay_male	face	hslider	chin	blend_chinsize_0,blend_chinsize_1											face	5	physical
weequay_male	face	hslider	jaw	blend_jaw_0,blend_jaw_1						195					face	10	physical
weequay_male	face	hslider	cheeks	blend_cheeks_0,blend_cheeks_1											face	4	physical
weequay_male	face	hslider	ears	blend_ears_0,blend_ears_1						180					face	10	physical
weequay_male	face	color	color_skin	index_color_skin											body	9	physical
weequay_male	freckles	hslider	freckles	index_style_freckles							1				face	3	physical
weequay_male	hair	hslider	eyebrows	index_style_eyebrow							1				hair	4	cosmetic
weequay_male	hair	hslider	beard	index_style_beard							1				hair	4	cosmetic
weequay_male	hair	color	color_hair	index_color_1										1	hair	1	cosmetic
weequay_male	hair	color	color_facial_hair	index_color_facial_hair			index_color_1								hair	2	cosmetic
arcona_male	body	hslider	muscle	blend_muscle											body	3	physical
arcona_male	body	hslider	height		1										body	5	physical
arcona_male	body	hslider	weight	blend_skinny,blend_fat											body	7	physical
arcona_male	body	hslider	chest	blend_muscle											body	9	physical
arcona_male	body	color	color_skin	index_color_skin											body	9	physical
arcona_male	eyes_nose	hslider	eye_size	blend_eyesize_0,blend_eyesize_1											face	8	physical
arcona_male	eyes_nose	hslider	eye_shape	blend_eyeshape_0,blend_eyeshape_1											face	8	physical
arcona_male	eyes_nose	hslider	eye_direction	blend_eyedirection_0,blend_eyedirection_1											face	8	physical
arcona_male	eyes_nose	hslider	nose_length	blend_noselength_0,blend_noselength_1						225					face	6	physical
arcona_male	eyes_nose	hslider	nose_width	blend_nosewidth_0,blend_nosewidth_1						180					face	6	physical
arcona_male	eyes_nose	hslider	nose_protrusion	blend_nosedepth_0,blend_nosedepth_1											face	6	physical
arcona_male	eyes_nose	color	color_eyes	index_color_2											face	2	physical
arcona_male	face	hslider	age	index_age							1	0			face	12	physical
arcona_male	face	hslider	lip_fullness	blend_lipfullness_0,blend_lipfullness_1											face	4	physical
arcona_male	face	hslider	lip_width	blend_lipwidth_0,blend_lipwidth_1											face	5	physical
arcona_male	face	hslider	chin	blend_chinsize_0,blend_chinsize_1											face	5	physical
arcona_male	face	hslider	jaw	blend_jaw_0,blend_jaw_1						195					face	10	physical
arcona_male	face	hslider	cheeks	blend_cheeks_0,blend_cheeks_1											face	4	physical
arcona_male	face	hslider	ears	blend_ears_0,blend_ears_1						180					face	10	physical
arcona_male	face	color	color_skin	index_color_skin											body	9	physical
arcona_male	freckles	hslider	freckles	index_style_freckles							1				face	3	physical
arcona_male	hair	hslider	eyebrows	index_style_eyebrow							1				hair	4	cosmetic
arcona_male	hair	hslider	beard	index_style_beard							1				hair	4	cosmetic
arcona_male	hair	color	color_hair	index_color_1										1	hair	1	cosmetic
arcona_male	hair	color	color_facial_hair	index_color_facial_hair			index_color_1								hair	2	cosmetic
